,Id,Price,Year_model,Mileage,Make
585298,590665,12977,2014,56492,Dodge
72492,72493,27469,2015,35971,Dodge
174151,174152,13999,2013,73526,BMW
354613,359978,8995,2009,96631,Volkswagen
1046589,1051957,6995,2010,149860,Nissan
1168895,1185414,19000,2010,105088,Toyota
226758,226759,15999,2014,20387,Kia
1123799,1138928,16886,2015,33721,Toyota
416231,421598,16800,2017,15145,Buick
724425,729792,25995,2014,103397,GMC
1148913,1164157,17750,2012,82415,Toyota
547088,552455,4990,2006,123819,Chrysler
442431,447798,14100,2017,31344,Chevrolet
58997,58998,15492,2016,17462,Ford
1144477,1159629,17998,2013,44490,Toyota
925173,930540,19000,2014,49519,Lexus
1016497,1021865,9888,2011,66289,Nissan
916246,921613,20990,2016,11345,Kia
528847,534214,17000,2007,128537,Chevrolet
1133104,1148233,13555,2014,36111,Toyota
1197451,1214239,14695,2013,33333,Volkswagen
236928,236929,22977,2012,51386,Lexus
941891,947259,39888,2015,18135,Lexus
605806,611173,9800,2012,74720,Ford
837790,843157,31993,2017,16238,INFINITI
672800,678167,34000,2017,15040,Ford
169238,169239,22204,2013,48268,BMW
1050426,1055794,26777,2017,9529,Nissan
845684,851051,15295,2016,42528,Jeep
869041,874408,13895,2006,95878,Jeep
258308,258309,48999,2016,7969,Mercedes-Benz
645290,650657,18995,2013,77701,Ford
750962,756329,16376,2015,25813,Honda
971840,977208,31990,2015,9906,Mercedes-Benz
829724,835091,27991,2015,21045,Hyundai
914093,919460,13895,2014,40230,Kia
381053,386420,12494,2017,34069,Hyundai
608115,613482,12409,2012,65029,Ford
360041,365408,24455,2015,48627,Volvo
342057,347258,27989,2012,58075,Toyota
433933,439300,35990,2017,20323,Cadillac
473049,478416,17700,2015,45206,Chevrolet
64668,64669,12487,2014,26396,Ford
369655,375022,21000,2014,32091,Honda
235319,235320,26791,2014,19670,Lexus
481264,486631,12977,2013,53389,Chevrolet
236643,236644,35999,2016,14045,Lexus
596384,601751,8499,2014,52054,Ford
918689,924056,28900,2013,31602,Land
536061,541428,47499,2016,56140,Chevrolet
124426,124427,15390,2015,63331,Chevrolet
780656,786023,8000,2007,86770,Honda
1057061,1062429,21488,2014,85511,Nissan
1181559,1198238,39487,2016,4444,Toyota
535267,540634,45996,2014,17646,Chevrolet
319566,323616,15000,2014,35141,Toyota
77565,77566,8291,2007,82454,Dodge
1077185,1083388,17995,2017,32145,Ram
550375,555742,26495,2017,54116,Chrysler
1128426,1143555,16797,2014,25706,Toyota
446026,451393,4990,2009,111025,Chevrolet
1148284,1163509,8995,2008,136405,Toyota
1160825,1176892,12649,2007,98872,Toyota
72127,72128,24985,2015,53786,Dodge
1035212,1040580,13995,2011,82280,Nissan
923261,928628,9999,2006,91880,Lexus
960902,966270,26887,2016,11366,Mazda
999606,1004974,6999,2007,74778,Mitsubishi
417669,423036,8990,2008,49715,Buick
1085291,1098661,33900,2017,5932,Ram
651259,656626,16000,2014,15939,Ford
306566,310616,9762,2010,106578,Subaru
429988,435355,5981,2005,213041,Cadillac
617928,623295,7988,2012,90204,Ford
610704,616071,10694,2010,79233,Ford
256223,256224,20618,2011,98816,Mercedes-Benz
561514,566881,5999,2007,156783,Dodge
460282,465649,3695,2006,139688,Chevrolet
123830,123831,15949,2014,75859,Chevrolet
1851,1852,12380,2015,53170,Honda
830335,835702,10950,2010,95666,INFINITI
812516,817883,10950,2013,59919,Hyundai
599108,604475,14627,2015,29749,Ford
239029,239030,34995,2015,17285,Lexus
277520,277521,19527,2017,3379,Nissan
949094,954462,38499,2016,35063,Lincoln
268543,268544,11267,2014,38642,Nissan
1154885,1170476,10988,2008,109786,Toyota
67771,67772,9500,2013,54671,FIAT
522667,528034,8000,2006,312385,Chevrolet
94643,94644,48970,2016,34155,Chevrolet
878396,883763,13287,2009,139116,Jeep
630022,635389,16998,2013,53415,Ford
661209,666576,11899,2008,109308,Ford
222249,222250,14500,2015,50568,Kia
481913,487280,17996,2006,23463,Chevrolet
876275,881642,24500,2012,51978,Jeep
1064793,1070161,32993,2017,4954,Nissan
847741,853108,13711,2012,31240,Jeep
1109996,1125125,14677,2017,22451,Toyota
1017133,1022501,14699,2015,17802,Nissan
438567,443934,14980,2015,15565,Chevrolet
1095693,1110822,18500,2016,33503,Subaru
40376,40377,18995,2010,79072,Ford
86416,86417,20019,2016,45394,Chrysler
921444,926811,152995,2016,5406,Land
388725,394092,12500,2010,57877,Hyundai
909137,914504,18990,2014,39730,Kia
595510,600877,7465,2013,71835,Ford
901083,906450,11977,2015,36505,Kia
4198,4199,16977,2015,25841,Honda
645876,651243,26000,2014,23603,Ford
12472,12473,31000,2013,41957,GMC
656882,662249,9995,2003,63865,Ford
829645,835012,32988,2014,35051,Hyundai
1045469,1050837,20900,2012,49994,Nissan
558079,563446,8750,2011,68688,Dodge
959097,964465,21990,2016,16014,Mazda
1077081,1083190,24098,2017,30374,Ram
512607,517974,6500,2007,108316,Chevrolet
1189593,1206381,10990,2015,31924,Volkswagen
981714,987082,34490,2016,31703,Mercedes-Benz
858878,864245,20495,2014,75510,Jeep
266682,266683,14225,2016,36317,Nissan
922728,928095,11488,2010,98759,Lexus
100639,100640,5800,2003,227199,Chevrolet
397179,402546,13997,2009,56000,INFINITI
1166801,1183257,23293,2013,90214,Toyota
767617,772984,19917,2015,32419,Honda
202065,202066,26490,2015,18134,Acura
942484,947852,10591,2011,78609,Lincoln
535777,541144,33995,2008,16814,Chevrolet
952891,958259,11522,2014,55970,Mazda
511344,516711,27999,2014,44445,Chevrolet
534925,540292,21000,2005,164827,Chevrolet
801672,807039,14692,2016,44841,Hyundai
97093,97094,13333,2009,155000,Chevrolet
251642,251643,12950,2011,83197,Mercedes-Benz
731158,736525,32988,2013,72038,GMC
569525,574892,10478,2010,101272,Dodge
653765,659132,4995,1999,150972,Ford
897038,902405,8991,2011,104120,Kia
452441,457808,12999,2014,63141,Chevrolet
1102503,1117632,16883,2014,85120,Subaru
389422,394789,14867,2013,44466,Hyundai
1141632,1156765,8994,2007,104221,Toyota
1034790,1040158,26000,2017,10925,Nissan
823765,829132,12999,2017,45186,Hyundai
991616,996984,189988,2017,5159,Mercedes-Benz
1038879,1044247,5200,2007,153255,Nissan
495738,501105,27778,2017,31218,Chevrolet
630111,635478,19552,2014,19365,Ford
771754,777121,8995,2010,145573,Honda
804291,809658,15588,2016,44181,Hyundai
571795,577162,15800,2016,44736,Dodge
922725,928092,9988,2005,77225,Lexus
1005660,1011028,13495,2015,46539,Nissan
1117938,1133067,18991,2017,20318,Toyota
1067293,1072661,24600,2017,18341,Nissan
249492,249493,23988,2016,20081,Mazda
106605,106606,25987,2013,57440,Chevrolet
763895,769262,5863,2006,176967,Honda
137525,137526,33495,2016,21981,Cadillac
888160,893527,10213,2015,32760,Kia
424042,429409,14999,2012,71945,Cadillac
165031,165032,33995,2015,43438,BMW
198118,198119,21739,2014,53802,Audi
712701,718068,22500,2017,42885,GMC
26483,26484,47025,2017,10,Ford
1119501,1134630,12788,2014,51384,Toyota
473260,478627,17987,2015,28604,Chevrolet
854204,859571,13490,2014,41594,Jeep
53122,53123,5478,2005,132321,Ford
727252,732619,28995,2013,79052,GMC
250425,250426,15595,2012,89220,Mazda
167374,167375,22995,2014,88474,BMW
838263,843630,24991,2012,65002,INFINITI
506731,512098,29995,2014,37366,Chevrolet
942619,947987,25500,2017,17633,Lincoln
804338,809705,14491,2015,42461,Hyundai
513146,518513,10287,2010,174816,Chevrolet
284270,284271,27075,2015,12383,Nissan
347961,353310,18900,2010,111509,Toyota
937849,943216,24995,2012,59987,Lexus
249016,249017,18094,2014,58482,Mazda
838828,844195,17500,2013,67787,INFINITI
203343,203344,19299,2015,10012,Acura
890275,895642,10660,2014,61476,Kia
602344,607711,7995,2015,56789,Ford
360940,366307,57995,2016,15871,Volvo
1062328,1067696,13695,2011,91955,Nissan
730676,736043,38174,2015,51098,GMC
358996,364363,22995,2003,122337,Volkswagen
102460,102461,35992,2016,14667,Chevrolet
294975,294976,40987,2015,18640,Nissan
1063056,1068424,28994,2015,23885,Nissan
409635,415002,14881,2013,39491,Buick
477982,483349,20688,2015,28043,Chevrolet
542770,548137,9900,2014,62105,Chrysler
782053,787420,17898,2016,56348,Honda
212376,212377,17995,2008,117907,Jeep
291379,291380,25933,2015,17628,Nissan
35283,35284,30000,2014,28119,Ford
188798,188799,17488,2012,75969,BMW
641092,646459,16874,2011,70665,Ford
171783,171784,22999,2014,31167,BMW
518816,524183,29999,2014,64877,Chevrolet
612504,617871,13966,2014,33678,Ford
1112736,1127865,16992,2017,25848,Toyota
163349,163350,39978,2017,4545,BMW
1103242,1118371,25977,2016,12250,Subaru
838026,843393,8000,2006,160555,INFINITI
749698,755065,15969,2013,49567,Honda
275531,275532,6490,2010,92910,Nissan
713245,718612,10471,2008,59011,GMC
751596,756963,15500,2016,33176,Honda
293953,293954,19988,2015,21379,Nissan
911477,916844,26680,2017,17,Kia
1128590,1143719,8991,2009,77530,Toyota
523179,528546,31000,2014,121875,Chevrolet
131480,131481,14999,2016,24783,Chevrolet
298219,298598,19717,2016,13869,Ram
397109,402476,20999,2015,24882,INFINITI
986819,992187,39695,2015,53717,Mercedes-Benz
1068824,1074192,6000,2004,58260,Nissan
298834,299738,19999,2012,84977,Ram
603678,609045,12500,2016,41495,Ford
161324,161325,29891,2015,35352,BMW
540023,545390,60990,2017,11517,Chevrolet
28603,28604,17915,2011,78634,Ford
226469,226470,3999,2004,96817,Kia
975716,981084,30800,2017,18803,Mercedes-Benz
887826,893193,46500,2016,741,Jeep
988848,994216,42995,2013,94966,Mercedes-Benz
1009787,1015155,9400,2013,72265,Nissan
1111543,1126672,15700,2017,24913,Toyota
805139,810506,7882,2013,98599,Hyundai
873671,879038,35000,2017,19931,Jeep
515700,521067,34967,2017,11924,Chevrolet
260730,260731,43995,2015,29479,Mercedes-Benz
430804,436171,5988,2004,229233,Cadillac
143151,143152,9995,2006,63465,Cadillac
854497,859864,15490,2014,27530,Jeep
1191592,1208380,15250,2016,35440,Volkswagen
1030874,1036242,21990,2017,42811,Nissan
854755,860122,17597,2016,34202,Jeep
1146385,1161575,7000,2010,146881,Toyota
251559,251560,15797,2011,55679,Mercedes-Benz
98936,98937,21978,2006,59822,Chevrolet
582753,588120,21995,2016,41194,Dodge
892221,897588,15000,2015,28534,Kia
1110564,1125693,14900,2016,30826,Toyota
958120,963488,19988,2015,39043,Mazda
999295,1004663,8500,2014,44560,Mitsubishi
824551,829918,11750,2014,53263,Hyundai
146763,146764,19807,2017,16591,Buick
1164891,1181248,11500,2009,170120,Toyota
480800,486167,18991,2016,54373,Chevrolet
1182406,1199094,16900,2013,118325,Toyota
1109380,1124509,14499,2017,1355,Toyota
902186,907553,13744,2016,78027,Kia
130180,130181,10395,2011,67200,Chevrolet
643262,648629,9900,2008,124374,Ford
589183,594550,9800,2010,102961,Dodge
966008,971376,14000,2011,82888,Mercedes-Benz
293029,293030,7988,2002,141318,Nissan
745120,750487,16800,2016,14806,Honda
762869,768236,18767,2014,9108,Honda
297132,297133,48900,2015,28378,Porsche
898525,903892,17900,2017,36220,Kia
892887,898254,17800,2017,18607,Kia
767645,773012,15108,2012,58997,Honda
1117332,1132461,17350,2017,2365,Toyota
149687,149688,51388,2017,4319,BMW
652241,657608,18993,2013,16028,Ford
232060,232061,53888,2014,38422,Land
1108929,1124058,54995,2013,20805,Tesla
822983,828350,19990,2014,43285,Hyundai
202307,202308,23786,2015,49059,Acura
625854,631221,14126,2014,73305,Ford
261083,261084,45318,2014,67239,Mercedes-Benz
252992,252993,23988,2012,30780,Mercedes-Benz
1001116,1006484,35988,2015,5803,Mitsubishi
413492,418859,7944,2009,141906,Buick
476224,481591,10395,2010,91692,Chevrolet
1172144,1188717,29998,2014,25390,Toyota
942472,947840,22950,2016,30805,Lincoln
821487,826854,6995,2009,124400,Hyundai
439588,444955,17600,2017,20841,Chevrolet
478638,484005,18750,2014,41225,Chevrolet
1050626,1055994,24993,2015,17615,Nissan
1104814,1119943,14000,2013,82759,Subaru
395640,401007,22995,2015,15825,Hyundai
905104,910471,13500,2015,40354,Kia
583920,589287,27969,2016,1625,Dodge
201489,201490,36798,2017,15,Acura
367954,373321,11985,2012,91075,Honda
1192073,1208861,7961,2011,62135,Volkswagen
1108775,1123904,6599,2001,185985,Suzuki
239906,239907,39990,2015,32258,Lexus
80807,80808,16525,2016,13166,Dodge
819193,824560,8995,2012,85902,Hyundai
93608,93609,49998,2016,1118,Chevrolet
323078,327128,6723,2012,149002,Toyota
577931,583298,25000,2014,14208,Dodge
64771,64772,11777,2015,79393,Ford
474495,479862,19991,2014,9768,Chevrolet
786553,791920,25497,2013,71165,Honda
92724,92725,59745,2017,4000,Chevrolet
1152348,1167748,25000,2015,34107,Toyota
322283,326333,13998,2012,49322,Toyota
190346,190347,19998,2014,52586,BMW
166322,166323,11995,2008,87073,BMW
906656,912023,23903,2017,3007,Kia
826383,831750,22900,2014,45979,Hyundai
729840,735207,5995,2002,90189,GMC
218857,218858,11993,2015,35858,Kia
18743,18744,19988,2016,10103,GMC
464270,469637,10981,2011,95995,Chevrolet
138896,138897,39991,2017,50,Cadillac
718636,724003,27249,2015,45952,GMC
1051209,1056577,17191,2015,27284,Nissan
524480,529847,32000,2014,122547,Chevrolet
1200621,1217409,15669,2013,23445,Volkswagen
722625,727992,22999,2016,27111,GMC
98075,98076,41804,2015,15686,Chevrolet
842164,847531,49660,2016,34708,INFINITI
112318,112319,21993,2014,45321,Chevrolet
1158732,1174634,13985,2016,84585,Toyota
292978,292979,35900,2017,8806,Nissan
442201,447568,16875,2016,16633,Chevrolet
1039407,1044775,12499,2011,64943,Nissan
1014274,1019642,10495,2012,61708,Nissan
336852,341569,20488,2013,89282,Toyota
1074676,1080044,65900,2017,5357,Porsche
400461,405828,33998,2016,11149,INFINITI
387179,392546,10695,2012,86701,Hyundai
755149,760516,15986,2015,33280,Honda
586445,591812,25800,2013,41334,Dodge
128660,128661,13999,2013,41030,Chevrolet
539913,545280,65000,2017,2727,Chevrolet
74298,74299,12985,2009,79724,Dodge
540543,545910,87800,2017,2161,Chevrolet
394906,400273,25990,2017,22092,Hyundai
400671,406038,31500,2014,34303,INFINITI
58655,58656,7524,2011,99050,Ford
1152181,1167556,18983,2014,57200,Toyota
639217,644584,21529,2014,24502,Ford
287208,287209,12788,2016,41977,Nissan
594432,599799,19995,2017,993,FIAT
469368,474735,10588,2014,55198,Chevrolet
1002774,1008142,17850,2017,1334,Nissan
556358,561725,21849,2013,21723,Chrysler
801484,806851,11998,2013,33405,Hyundai
1049891,1055259,22450,2016,4279,Nissan
233884,233885,22000,2013,60228,Lexus
1183938,1200653,40686,2016,16831,Toyota
499374,504741,14997,2010,150344,Chevrolet
759336,764703,24588,2017,2305,Honda
1105736,1120865,29800,2016,17560,Subaru
966913,972281,12989,2008,89025,Mercedes-Benz
92388,92389,53800,2016,33299,Chevrolet
13381,13382,28999,2013,57787,GMC
577318,582685,22789,2017,18044,Dodge
1042827,1048195,8595,2009,161231,Nissan
198635,198636,22994,2014,24618,Audi
1017676,1023044,13997,2014,39441,Nissan
212685,212686,9488,2009,92225,Jeep
456083,461450,13995,2014,68152,Chevrolet
653718,659085,11966,2016,44007,Ford
1051567,1056935,16893,2016,38856,Nissan
287736,287737,14950,2014,39779,Nissan
53511,53512,11557,2012,94253,Ford
730121,735488,18500,2005,53288,GMC
1153654,1169157,13500,2014,81204,Toyota
727842,733209,15395,2010,89472,GMC
126606,126607,5877,2008,84933,Chevrolet
1062596,1067964,26000,2014,60588,Nissan
1114178,1129307,14273,2017,48637,Toyota
1198449,1215237,17097,2016,37126,Volkswagen
246168,246169,6989,2010,88995,Mazda
640316,645683,22999,2015,30354,Ford
630314,635681,15500,2015,38304,Ford
633598,638965,11472,2010,60706,Ford
1113128,1128257,17492,2017,21830,Toyota
294955,294956,26700,2017,12378,Nissan
56306,56307,14991,2014,61864,Ford
810090,815457,10195,2009,64171,Hyundai
929169,934536,3499,2004,223852,Lexus
267646,267647,12494,2016,30082,Nissan
681245,686612,35998,2017,19961,Ford
596958,602325,14995,2016,29797,Ford
111220,111221,22995,2011,33635,Chevrolet
589277,594644,41999,2016,3747,Dodge
393190,398557,14473,2017,7110,Hyundai
698949,704316,38999,2016,51694,Ford
1118494,1133623,12365,2014,46428,Toyota
805210,810577,10199,2016,19108,Hyundai
1164759,1181106,30000,2016,12900,Toyota
283224,283225,21999,2016,19109,Nissan
482861,488228,24979,2017,22644,Chevrolet
1125978,1141107,18054,2015,14233,Toyota
598374,603741,15000,2016,35558,Ford
1199069,1215857,18000,2013,33121,Volkswagen
303698,307748,21599,2016,9654,Scion
366144,371511,22375,2016,4972,Honda
526776,532143,9999,2004,134592,Chevrolet
932236,937603,33995,2015,29997,Lexus
522269,527636,19900,2013,178314,Chevrolet
930512,935879,17888,2008,108944,Lexus
717157,722524,19660,2012,90636,GMC
937914,943282,36391,2015,14799,Lexus
1024201,1029569,12995,2013,94431,Nissan
981901,987269,16999,2003,70890,Mercedes-Benz
348261,353619,5950,2000,183240,Toyota
587396,592763,16909,2008,166121,Dodge
317629,321679,18503,2017,20299,Toyota
641778,647145,19994,2013,69461,Ford
239369,239370,32450,2014,34322,Lexus
1029589,1034957,17977,2016,56520,Nissan
599854,605221,14777,2014,30120,Ford
869754,875121,26396,2015,31197,Jeep
454474,459841,15500,2014,55424,Chevrolet
331639,335744,17850,2015,41254,Toyota
670634,676001,26872,2014,59678,Ford
411114,416481,9995,2011,102468,Buick
143067,143068,4995,2005,65323,Buick
949015,954383,38230,2016,49720,Lincoln
579633,585000,6998,2004,111534,Dodge
1044030,1049398,19998,2012,47443,Nissan
429091,434458,34500,2016,20100,Cadillac
504206,509573,21000,2017,66720,Chevrolet
1082690,1093450,28989,2013,70766,Ram
826169,831536,3500,2005,225000,Hyundai
475854,481221,22985,2016,2612,Chevrolet
234322,234323,19993,2013,54420,Lexus
35511,35512,26995,2008,41822,Ford
1018143,1023511,6999,2012,77734,Nissan
980304,985672,21990,2009,75844,Mercedes-Benz
581317,586684,11980,2012,133262,Dodge
665210,670577,4995,2003,148761,Ford
777671,783038,22993,2015,30642,Honda
853493,858860,13999,2016,44091,Jeep
365156,370523,7450,2008,133886,Honda
896711,902078,16846,2015,45855,Kia
670157,675524,29000,2015,52232,Ford
1112690,1127819,14992,2016,41010,Toyota
48284,48285,23000,2014,33183,Ford
1083879,1096016,39900,2017,7297,Ram
935451,940818,32488,2015,39299,Lexus
722882,728249,14995,2012,191262,GMC
606225,611592,13995,2016,20712,Ford
1186309,1203092,38792,2015,28537,Toyota
456563,461930,10219,2014,78991,Chevrolet
604993,610360,9800,2011,64541,Ford
1084814,1097814,35000,2012,48910,Ram
990687,996055,61501,2009,55959,Mercedes-Benz
860700,866067,7790,2008,118000,Jeep
150007,150008,49984,2016,24229,BMW
552732,558099,13988,2007,58616,Chrysler
369736,375103,17980,2013,56382,Honda
528956,534323,47000,2016,23859,Chevrolet
382229,387596,6799,2006,32249,Hyundai
1073067,1078435,47488,2015,22337,Porsche
1074363,1079731,44000,2013,51000,Porsche
1132796,1147925,23977,2017,9008,Toyota
726686,732053,37500,2017,5609,GMC
205648,205649,25695,2016,22775,Jeep
667961,673328,26995,2014,51694,Ford
127113,127114,9998,2012,91313,Chevrolet
180704,180705,33900,2015,27778,Acura
1082113,1092385,35000,2017,12,Ram
